company_name,event_type,Title,Link,Published,Summary
Bulgari,Opening,Bulgari Opens Store in San Diego - nationaljeweler.com,https://nationaljeweler.com/articles/15194-bulgari-opens-store-in-san-diego,"Wed, 05 Aug 2026 20:17:30 GMT",Bulgari Opens Store in San Diego nationaljeweler.com
HCA Healthcare,Closing,Layoff Tracker—UCare cuts 102 jobs; MaineHealth reorgs hit 83 - Fierce Healthcare,https://www.fiercehealthcare.com/finance/fierce-healthcare-layoff-tracker-2026-job-cuts-eliminations-health-systems-hospitals,"Thu, 06 Aug 2026 20:52:39 GMT",Layoff Tracker—UCare cuts 102 jobs; MaineHealth reorgs hit 83 Fierce Healthcare
Jersey Mike's,Opening,Jersey Mike’s Subs to Open New Location in Sendera Ranch - WhatNow,https://whatnow.com/dallas/restaurants/jersey-mikes-subs-to-open-new-location-in-sendera-ranch/,"Thu, 06 Aug 2026 18:23:21 GMT",Jersey Mike’s Subs to Open New Location in Sendera Ranch WhatNow
Jersey Mike's,Opening,Filing shows Jersey Mike's Subs preparing to open new location in Spring - Community Impact,https://communityimpact.com/the-woodlands/dining/filing-shows-jersey-mikes-subs-preparing-to-open-new-location-in-spring/,"Thu, 06 Aug 2026 00:35:21 GMT",Filing shows Jersey Mike's Subs preparing to open new location in Spring Community Impact
Jersey Mike's Subs,Opening,Confirmed: Jersey Mike’s Plans East Wenatchee Location - Source ONE News,https://www.yoursourceone.com/columbia_basin/confirmed-jersey-mike-s-plans-east-wenatchee-location/article_db7261a9-7c33-44b5-966a-b2458249c4ad.html,"Wed, 05 Aug 2026 22:21:00 GMT",Confirmed: Jersey Mike’s Plans East Wenatchee Location Source ONE News
Jersey Mike's Subs,Opening,symbol__ Stock Quote Price and Forecast - CNN,https://www.cnn.com/markets/stocks/JMKE,"Wed, 05 Aug 2026 16:03:49 GMT",symbol__ Stock Quote Price and Forecast CNN
Jersey Mike's Subs,Opening,Jersey Mike’s Subs to Open New Location in Sendera Ranch - WhatNow,https://whatnow.com/dallas/restaurants/jersey-mikes-subs-to-open-new-location-in-sendera-ranch/,"Thu, 06 Aug 2026 18:23:21 GMT",Jersey Mike’s Subs to Open New Location in Sendera Ranch WhatNow
Jersey Mike's Subs,Opening,Popular sub shop chain to open at this Pa. shopping mall - PennLive.com,https://www.pennlive.com/food/2026/08/popular-sub-shop-chain-to-open-at-this-pa-shopping-mall.html,"Thu, 06 Aug 2026 16:56:00 GMT",Popular sub shop chain to open at this Pa. shopping mall PennLive.com
Jersey Mike's Subs,Opening,Filing shows Jersey Mike's Subs preparing to open new location in Spring - Community Impact,https://communityimpact.com/the-woodlands/dining/filing-shows-jersey-mikes-subs-preparing-to-open-new-location-in-spring/,"Thu, 06 Aug 2026 00:35:21 GMT",Filing shows Jersey Mike's Subs preparing to open new location in Spring Community Impact
Murphy Oil,Closing,Murphy closing in on first oil from Southeast Asian offshore project - Offshore-Energy.biz,https://www.offshore-energy.biz/murphy-closing-in-on-first-oil-from-southeast-asian-offshore-project/,"Thu, 06 Aug 2026 13:26:39 GMT",Murphy closing in on first oil from Southeast Asian offshore project Offshore-Energy.biz
Sam Edelman,Opening,Sam Edelman’s Next Big Play Is Men’s Shoes + More on the Brand’s Strong Growth - WWD,https://wwd.com/footwear-news/shoe-features/sam-edelman-brand-growth-mens-shoe-launch-1239093434/,"Wed, 05 Aug 2026 20:39:19 GMT",Sam Edelman’s Next Big Play Is Men’s Shoes + More on the Brand’s Strong Growth WWD
Topgolf,Closing,CEQA review flags Port’s Topgolf plans - Times of San Diego,https://timesofsandiego.com/newsletter/ceqa-review-flags-ports-topgolf-plans/,"Wed, 05 Aug 2026 14:00:00 GMT",CEQA review flags Port’s Topgolf plans Times of San Diego
Tumbles,Closing,"Closing Market Update: Canola climbs, U.S. wheat tumbles | August 6, 2026 - The Western Producer",https://www.producer.com/video/closing-market-update-canola-climbs-u-s-wheat-tumbles-august-6-2026/,"Thu, 06 Aug 2026 19:33:01 GMT","Closing Market Update: Canola climbs, U.S. wheat tumbles | August 6, 2026 The Western Producer"
Tumbles,Closing,KOSPI tumbles 4.6% as chip stocks falter - The Korea Times,https://www.koreatimes.co.kr/amp/economy/others/20260806/kospi-tumbles-46-as-chip-stocks-falter,"Thu, 06 Aug 2026 07:15:00 GMT",KOSPI tumbles 4.6% as chip stocks falter The Korea Times
Valvoline Instant Oil Change,Opening,18 More Valvoline Service Centers Expected by End-2027 - Stock Titan,https://www.stocktitan.net/news/VVV/franchise-equity-partners-marks-50-location-milestone-with-velocity-g369c7ir4iw0.html,"Wed, 05 Aug 2026 19:43:00 GMT",18 More Valvoline Service Centers Expected by End-2027 Stock Titan
True Value Hardware,Closing,Why the True Value distribution center in Springfield is closing - registerguard.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxNcDRTcnZlRDczQVdwZF8xcHNONXZWcU1yM2lKaDBZNERoc1RRZWJuTS01bFc3SWt4RldFZEtBUDFfSVo3SUNmR1BOSkdFWG40QWxYY1V1cHFfalQyNzlFWnVBXzNURHRwZGhFYXFmMXhTWUdHVUYwdFphWmY1UFhLZW5CbThsZjlrSG9ZRnhYQTFmVVpSLVRoby13ckttb3VIdEYyNkE3N3ZEcjloX2N2U1F1eEJoLUw4OFZNZTNvejF3djBMaFJn?oc=5,"Wed, 05 Aug 2026 23:00:00 GMT",Why the True Value distribution center in Springfield is closing registerguard.com
Steve Madden,Closing,Austin I-90 ramps closing Friday near Riverland College - KIMT,https://news.google.com/rss/articles/CBMiywFBVV95cUxQeThLUW1vOGs4SmVEblkwaERVTzNIN193Y3hTZEpMcmtvcjlPcmFPUW9SS3hxa1UxMW1CdkNma3FmM2FtZmoxYTAtdTN3dUltTGtXVmVIUDlfeVR2MmZTMTFfcU5YMjNOd1NOZkVqR0pMMGZNamdKUG9MaFAxTk1SeHhnb0NrenJwYkpSMWxkZU1LVXpJLW1keTRvNmFqWnpmdnoyX1gtNEo3akJITGdzT0hIZHR1aWdDZmQ1UXh5RHBSWHZvYVVxdTNwTQ?oc=5,"Wed, 05 Aug 2026 16:00:00 GMT",Austin I-90 ramps closing Friday near Riverland College KIMT
Steve Madden,Closing,Salad and Go closing all locations after bankruptcy filing - KVOA,https://www.kvoa.com/news/local/salad-and-go-closing-all-locations-after-bankruptcy-filing/article_960f54ca-a9f2-4379-a7de-e5aade6e72b0.html,"Wed, 05 Aug 2026 02:08:00 GMT",Salad and Go closing all locations after bankruptcy filing KVOA
Steve Madden,Closing,Street closures planned for Madison Mini Marathon - WKOW,https://www.wkow.com/news/street-closures-planned-for-madison-mini-marathon/article_503cd87c-3ef9-42d7-9b52-63b95f0add45.html,"Thu, 06 Aug 2026 02:31:00 GMT",Street closures planned for Madison Mini Marathon WKOW
Gap,Opening,China's 'Bide Time' Memory Chipmakers Break Into Global PC Supply Chains - Seoul Economic Daily,https://en.sedaily.com/finance/2026/08/06/chinas-bide-time-memory-chipmakers-break-into-global-pc,"Thu, 06 Aug 2026 14:39:58 GMT",China's 'Bide Time' Memory Chipmakers Break Into Global PC Supply Chains Seoul Economic Daily
