company_name,event_type,Title,Link,Published,Summary
America's Best Contacts & Eyeglasses,Opening,America’s Best Contacts & Eyeglasses to Open in Copperas Cove - WhatNow,https://whatnow.com/austin/retail/americas-best-contacts-eyeglasses-to-open-in-copperas-cove/,"Thu, 09 Jul 2026 20:29:22 GMT",America’s Best Contacts & Eyeglasses to Open in Copperas Cove WhatNow
America's Best Contacts & Eyeglasses,Closing,America’s Best Contacts & Eyeglasses to Open in Copperas Cove - WhatNow,https://whatnow.com/austin/retail/americas-best-contacts-eyeglasses-to-open-in-copperas-cove/,"Thu, 09 Jul 2026 20:29:22 GMT",America’s Best Contacts & Eyeglasses to Open in Copperas Cove WhatNow
Consumer Cellular,Opening,What's that new store near Target on Center Street in Salem? - AOL.com,https://www.aol.com/articles/whats-store-near-target-center-110058000.html,"Thu, 09 Jul 2026 23:43:20 GMT",What's that new store near Target on Center Street in Salem? AOL.com
Consumer Cellular,Closing,What's that new store near Target on Center Street in Salem? - AOL.com,https://www.aol.com/articles/whats-store-near-target-center-110058000.html,"Thu, 09 Jul 2026 23:43:20 GMT",What's that new store near Target on Center Street in Salem? AOL.com
Disney Store,Opening,'Alice in Wonderland' 75th Anniversary Collection Coming Soon to Disney Store - WDW News Today,https://wdwnt.com/2026/07/alice-in-wonderland-75th-anniversary-collection-coming-soon-to-disney-store/,"Thu, 09 Jul 2026 17:18:41 GMT",'Alice in Wonderland' 75th Anniversary Collection Coming Soon to Disney Store WDW News Today
Goldfish Swim School,Opening,Goldfish Swim School plans ground-up construction project in Roseville - The Business Journals,https://www.bizjournals.com/sacramento/news/2026/07/10/goldfish-swim-school-roseville.html,"Sat, 11 Jul 2026 03:12:00 GMT",Goldfish Swim School plans ground-up construction project in Roseville The Business Journals
HCA Healthcare,Closing,CEO says hospital is not closing; rezoning rejected for farm store - Patriot Publishing LLC,https://pcpatriot.com/ceo-says-hospital-is-not-closing-rezoning-rejected-for-farm-store/,"Fri, 10 Jul 2026 00:24:58 GMT",CEO says hospital is not closing; rezoning rejected for farm store Patriot Publishing LLC
Joss & Main,Closing,When will Bob's Discount Furniture open in Vestal? See opening date - AOL.com,https://www.aol.com/news/bobs-discount-furniture-open-vestal-172705563.html,"Fri, 10 Jul 2026 20:13:45 GMT",When will Bob's Discount Furniture open in Vestal? See opening date AOL.com
Levi Strauss & Co.,Closing,Levi Strauss (LEVI) Stock Drops Despite Strong Q2 Earnings and Upgraded Outlook - MEXC,https://www.mexc.com/en-PH/news/1205112,"Thu, 09 Jul 2026 21:28:35 GMT",Levi Strauss (LEVI) Stock Drops Despite Strong Q2 Earnings and Upgraded Outlook MEXC
Levi Strauss & Co.,Closing,"300+ employees face layoffs as major clothing company closes facility, despite strong earnings - MassLive",https://www.masslive.com/news/2026/07/300-employees-face-layoffs-as-major-clothing-company-closes-facility-despite-strong-earnings.html,"Thu, 09 Jul 2026 18:08:00 GMT","300+ employees face layoffs as major clothing company closes facility, despite strong earnings MassLive"
