company_name,event_type,Title,Link,Published,Summary
Carhartt,Closing,Adventureland Choosing To Not Reopen Ride Involved In Deadly Incident Ford Super Duty Carhartt Truck (nKBAxkjuO7) - Mshale,https://mshale.com/91cbc1e5/ae93ed0aNWCaER6VC5c,"Fri, 31 Jul 2026 10:16:28 GMT",Adventureland Choosing To Not Reopen Ride Involved In Deadly Incident Ford Super Duty Carhartt Truck (nKBAxkjuO7) Mshale
Consumer Cellular,Opening,U.S. and Iran strikes intensify as war opens new fronts - PBS,https://www.pbs.org/video/wider-war-1785447044/,"Fri, 31 Jul 2026 02:23:17 GMT",U.S. and Iran strikes intensify as war opens new fronts PBS
Eyemart Express,Opening,"Sheet metal, Plainview dentist, data leak make Lubbock business news - Lubbock Avalanche-Journal",https://www.lubbockonline.com/story/business/2026/07/30/sheet-metal-union-plainview-dentist-data-leak-make-lubbock-business-news/91081323007/,"Thu, 30 Jul 2026 09:30:00 GMT","Sheet metal, Plainview dentist, data leak make Lubbock business news Lubbock Avalanche-Journal"
HCA Healthcare,Closing,Fierce Healthcare Layoff Tracker—MaineHealth reorgs hit 83; Tower Health cutting 160 at PA hospital - Fierce Healthcare,https://www.fiercehealthcare.com/finance/fierce-healthcare-layoff-tracker-2026-job-cuts-eliminations-health-systems-hospitals,"Thu, 30 Jul 2026 15:24:24 GMT",Fierce Healthcare Layoff Tracker—MaineHealth reorgs hit 83; Tower Health cutting 160 at PA hospital Fierce Healthcare
LabCorp,Closing,"Labcorp Holdings Inc. Stock 12‑Month Price Target Raised to $317.31, Implies 3% Upside - TradingView",https://www.tradingview.com/news/tradingview:efc2e31ec08c9:0-labcorp-holdings-inc-stock-12-month-price-target-raised-to-317-31-implies-3-upside/,"Thu, 30 Jul 2026 22:20:28 GMT","Labcorp Holdings Inc. Stock 12‑Month Price Target Raised to $317.31, Implies 3% Upside TradingView"
Jersey Mike's,Opening,Photos: Jersey Mike's Subs opens on Fort Myers Beach - The News-Press,https://www.news-press.com/picture-gallery/life/food/2026/07/31/photos-jersey-mikes-subs-opens-on-fort-myers-beach/91123834007/,"Fri, 31 Jul 2026 23:51:00 GMT",Photos: Jersey Mike's Subs opens on Fort Myers Beach The News-Press
Jersey Mike's,Closing,NYSE Content Update: Jersey Mike’s Raises $1 Billion Ahead of NYSE Debut - The Malaysian Reserve,https://themalaysianreserve.com/2026/07/30/nyse-content-update-jersey-mikes-raises-1-billion-ahead-of-nyse-debut/amp/,"Thu, 30 Jul 2026 15:02:29 GMT",NYSE Content Update: Jersey Mike’s Raises $1 Billion Ahead of NYSE Debut The Malaysian Reserve
Jersey Mike's,Closing,Watch CNBC's full interview with Jersey Mike's CEO Charlie Morrison and founder Peter Cancro - CNBC,https://www.cnbc.com/video/2026/07/30/watch-cnbcs-full-interview-with-jersey-mikes-ceo-charlie-morrison-and-founder-peter-cancro.html,"Thu, 30 Jul 2026 14:47:00 GMT",Watch CNBC's full interview with Jersey Mike's CEO Charlie Morrison and founder Peter Cancro CNBC
Jersey Mike's,Closing,NYSE Content Update: Jersey Mike's Raises $1 Billion Ahead of NYSE Debut - TradingView,https://www.tradingview.com/news/prnewswire:2898b95bee7af:0-nyse-content-update-jersey-mike-s-raises-1-billion-ahead-of-nyse-debut/,"Thu, 30 Jul 2026 13:33:00 GMT",NYSE Content Update: Jersey Mike's Raises $1 Billion Ahead of NYSE Debut TradingView
Jersey Mike's,Closing,"Jersey Mike’s Goes Public at $23, but Blackstone Keeps Control of Your Vote - Tech Times",https://www.techtimes.com/articles/322142/20260729/jersey-mikes-goes-public-23-blackstone-keeps-control-your-vote.htm,"Thu, 30 Jul 2026 01:10:27 GMT","Jersey Mike’s Goes Public at $23, but Blackstone Keeps Control of Your Vote Tech Times"
Jersey Mike's,Closing,Jersey Mike’s stock falls 6% in NYSE debut after $1B IPO - eciks.org,https://eciks.org/17541-jersey-mikes-ipo-stock-debut,"Fri, 31 Jul 2026 14:03:40 GMT",Jersey Mike’s stock falls 6% in NYSE debut after $1B IPO eciks.org
Jersey Mike's,Closing,"Jersey Mike’s Raises $1 Billion, but Shares Fall in Public Debut - QSR Magazine",https://www.qsrmagazine.com/story/jersey-mikes-raises-1-billion-but-shares-fall-in-public-debut/,"Fri, 31 Jul 2026 13:44:34 GMT","Jersey Mike’s Raises $1 Billion, but Shares Fall in Public Debut QSR Magazine"
Jersey Mike's,Closing,Jersey Mike’s Stock Slides Below IPO Price in Market Debut - Barron's,https://www.barrons.com/articles/jersey-mikes-stock-ipo-should-i-buy-f70af684,"Fri, 31 Jul 2026 10:09:00 GMT",Jersey Mike’s Stock Slides Below IPO Price in Market Debut Barron's
Jersey Mike's Subs,Opening,Photos: Jersey Mike's Subs opens on Fort Myers Beach - The News-Press,https://www.news-press.com/picture-gallery/life/food/2026/07/31/photos-jersey-mikes-subs-opens-on-fort-myers-beach/91123834007/,"Fri, 31 Jul 2026 23:51:00 GMT",Photos: Jersey Mike's Subs opens on Fort Myers Beach The News-Press
Jersey Mike's Subs,Opening,Popular sub spot will soon add a new Toronto restaurant as part of plan to open 300 locations by 2035 - Toronto.com,https://www.toronto.com/things-to-do/food-and-drink/jersey-mikes-subs-toronto-opening-canada-2026/article_4eb99849-5a24-537b-9300-34bfde64ad07.html,"Fri, 31 Jul 2026 14:07:00 GMT",Popular sub spot will soon add a new Toronto restaurant as part of plan to open 300 locations by 2035 Toronto.com
Jersey Mike's Subs,Closing,NYSE Content Update: Jersey Mike's Raises $1 Billion Ahead of NYSE Debut - Thailand Business News,https://www.thailand-business-news.com/pr-news/nyse-content-update-jersey-mikes-raises-1-billion-ahead-of-nyse-debut,"Thu, 30 Jul 2026 13:58:05 GMT",NYSE Content Update: Jersey Mike's Raises $1 Billion Ahead of NYSE Debut Thailand Business News
Jersey Mike's Subs,Closing,NYSE Content Update: Jersey Mike's Raises $1 Billion Ahead of NYSE Debut - tradingview.com,https://www.tradingview.com/news/prnewswire:2898b95bee7af:0-nyse-content-update-jersey-mike-s-raises-1-billion-ahead-of-nyse-debut/,"Thu, 30 Jul 2026 13:33:00 GMT",NYSE Content Update: Jersey Mike's Raises $1 Billion Ahead of NYSE Debut tradingview.com
Jersey Mike's Subs,Closing,"Jersey Mike’s prices IPO at $23 per share, NYSE debut set By Investing.com - Investing.com Australia",https://m.au.investing.com/news/stock-market-news/jersey-mikes-prices-ipo-at-23-per-share-nyse-debut-set-93CH-4561648?ampMode=1,"Thu, 30 Jul 2026 03:23:36 GMT","Jersey Mike’s prices IPO at $23 per share, NYSE debut set By Investing.com Investing.com Australia"
Jersey Mike's Subs,Closing,"Jersey Mike’s Goes Public at $23, but Blackstone Keeps Control of Your Vote - Tech Times",https://www.techtimes.com/articles/322142/20260729/jersey-mikes-goes-public-23-blackstone-keeps-control-your-vote.htm,"Thu, 30 Jul 2026 01:10:27 GMT","Jersey Mike’s Goes Public at $23, but Blackstone Keeps Control of Your Vote Tech Times"
Jersey Mike's Subs,Closing,Jersey Mike's Subs xStock (JMKEX) Price Prediction & Forecast 2026 - 2030 - BeInCrypto,https://beincrypto.com/price/jersey-mike-s-subs-xstock/price-prediction/,"Fri, 31 Jul 2026 11:41:24 GMT",Jersey Mike's Subs xStock (JMKEX) Price Prediction & Forecast 2026 - 2030 BeInCrypto
Jersey Mike's Subs,Closing,Jersey Mike’s Stock Slides Below IPO Price in Market Debut - Barron's,https://www.barrons.com/articles/jersey-mikes-stock-ipo-should-i-buy-f70af684,"Fri, 31 Jul 2026 10:09:00 GMT",Jersey Mike’s Stock Slides Below IPO Price in Market Debut Barron's
Pacific Dental Services (PDS),Opening,"More businesses, restaurants announced for giant I-84 development in Meridian - Idaho Statesman",https://amp.idahostatesman.com/news/business/article316713231.html,"Thu, 30 Jul 2026 20:32:24 GMT","More businesses, restaurants announced for giant I-84 development in Meridian Idaho Statesman"
Quest Diagnostics,Closing,"Quest Diagnostics Incorporated Stock 12‑Month Price Target Raised to $248.86, Implies 6% Upside - TradingView",https://www.tradingview.com/news/tradingview:6cad47a9cb419:0-quest-diagnostics-incorporated-stock-12-month-price-target-raised-to-248-86-implies-6-upside/,"Thu, 30 Jul 2026 03:20:00 GMT","Quest Diagnostics Incorporated Stock 12‑Month Price Target Raised to $248.86, Implies 6% Upside TradingView"
Gap,Closing,Closing the Care Gap in Sleep Apnea Screening and Diagnosis | Newswise - Newswise,https://www.newswise.com/articles/closing-the-care-gap-in-sleep-apnea-screening-and-diagnosis,"Thu, 30 Jul 2026 23:20:00 GMT",Closing the Care Gap in Sleep Apnea Screening and Diagnosis | Newswise Newswise
Gap,Closing,Browns QB Shedeur Sanders is closing the gap on Deshaun Watson early in training camp - Audacy,https://www.audacy.com/923thefan/video/browns-qb-shedeur-sanders-is-closing-the-gap-on-deshaun-watson-early-in-training-camp-xatid3a,"Thu, 30 Jul 2026 20:13:23 GMT",Browns QB Shedeur Sanders is closing the gap on Deshaun Watson early in training camp Audacy
Gap,Closing,National Whistleblower Day: Closing the gap between policy and practice - Compliance Week,https://www.complianceweek.com/whistleblowers/national-whistleblower-day-closing-the-gap-between-policy-and-practice/,"Thu, 30 Jul 2026 18:25:14 GMT",National Whistleblower Day: Closing the gap between policy and practice Compliance Week
