company_name,event_type,Title,Link,Published,Summary
Bargain Grocery,Closing,Upstate discount grocery store urges Mamdani to emulate model in NYC - Spectrum News NY1,https://ny1.com/nyc/all-boroughs/news/2026/07/31/upstate-discount-grocery-store-urges-mamdani-to-emulate-model-in-nyc,"Fri, 31 Jul 2026 22:20:00 GMT",Upstate discount grocery store urges Mamdani to emulate model in NYC Spectrum News NY1
United Express,Closing,Endeavor Air Flight EDV5488 Returns to LaGuardia After Three-Hour Flight - Nomad Lawyer,https://www.nomadlawyer.org/endeavor-air-flight-edv5488-mitsubishi-crj900-return-laguardia-2026,"Sat, 01 Aug 2026 11:12:28 GMT",Endeavor Air Flight EDV5488 Returns to LaGuardia After Three-Hour Flight Nomad Lawyer
Atlas Market,Opening,Zelensky Asks Trump to Open Musk's Starlink for Strikes Inside Russia - Seoul Economic Daily,https://en.sedaily.com/international/2026/08/01/zelensky-asks-trump-to-open-musks-starlink-for-strikes,"Sat, 01 Aug 2026 08:04:42 GMT",Zelensky Asks Trump to Open Musk's Starlink for Strikes Inside Russia Seoul Economic Daily
Giant Food,Closing,Iconic supermarket chain closes more stores and facilities - thestreet.com,https://www.thestreet.com/retail/giant-food-chain-closes-stores-because-of-sales-decline,"Fri, 31 Jul 2026 13:41:39 GMT",Iconic supermarket chain closes more stores and facilities thestreet.com
Little Joe's,Opening,"After 57 years, San Antonio ice house pours its final round - MySA",https://www.mysanantonio.com/food/article/little-joes-ice-house-closing-22363768.php,"Sat, 01 Aug 2026 02:10:39 GMT","After 57 years, San Antonio ice house pours its final round MySA"
Little Joe's,Closing,Iconic San Antonio ice house closes its doors and more popular stories - sanantonio.culturemap.com,https://sanantonio.culturemap.com/news/city-life/popular-stories-little-joes-closed/,"Sat, 01 Aug 2026 12:55:08 GMT",Iconic San Antonio ice house closes its doors and more popular stories sanantonio.culturemap.com
The Bodega,Closing,The tiny town of Bodega is home to Sonoma County's shortest parade — and it's tomorrow! - Sebastopol Times,https://www.sebastopoltimes.com/p/the-tiny-town-of-bodega-is-home-to,"Sat, 01 Aug 2026 14:23:59 GMT",The tiny town of Bodega is home to Sonoma County's shortest parade — and it's tomorrow! Sebastopol Times
Food Value,Opening,State denies Ketchikan tribe’s request to open green crab fishery - KRBD,https://www.krbd.org/2026/07/30/state-denies-ketchikan-tribes-request-to-open-green-crab-fishery/,"Fri, 31 Jul 2026 05:41:50 GMT",State denies Ketchikan tribe’s request to open green crab fishery KRBD
Presidente,Closing,PESO-DOLLAR CLOSING RATE (31 JULY 2026) - facebook.com,https://www.facebook.com/abscbnNEWS/posts/peso-dollar-closing-rate-31-july-2026/1618223510352899/,"Fri, 31 Jul 2026 08:54:53 GMT",PESO-DOLLAR CLOSING RATE (31 JULY 2026) facebook.com
Seafood City,Opening,I tried every food stall at Seafood City. Your guide to the best bites - azcentral.com and The Arizona Republic,https://www.azcentral.com/story/entertainment/dining/2026/08/01/seafood-city-chandler-food-hall/91077730007/,"Sat, 01 Aug 2026 12:00:00 GMT",I tried every food stall at Seafood City. Your guide to the best bites azcentral.com and The Arizona Republic
Market on Melrose,Closing,Melrose Plaza honors 'Living Legends' on history wall as it celebrates one-year in Roanoke - roanoke.com,https://roanoke.com/news/local/article_5bf5d54a-4f38-4ed3-bc80-8938de2aa558.html,"Sat, 01 Aug 2026 09:30:00 GMT",Melrose Plaza honors 'Living Legends' on history wall as it celebrates one-year in Roanoke roanoke.com
Midway Market,Opening,New Midway Market Opens Along Highway 395 - Deer Park Gazette,https://news.dpgazette.com/2026/07/new-midway-market-opens-along-highway-395/,"Fri, 31 Jul 2026 23:25:59 GMT",New Midway Market Opens Along Highway 395 Deer Park Gazette
The Den,Opening,"Daily DLP: Mahogany returns, Inside the Den talk and more - The Detroit Lions Podcast",https://www.detroitlionspodcast.com/christopher/2026/07/31/daily-dlp-mahogany-returns-inside-the-den-talk-and-more-detroit-lions-podcast/,"Fri, 31 Jul 2026 18:04:31 GMT","Daily DLP: Mahogany returns, Inside the Den talk and more The Detroit Lions Podcast"
Southern Market,Closing,Big gym chains are closing one after another: Is the golden age of high-end gyms over? - Vietnam.vn,https://www.vietnam.vn/en/ong-lon-phong-gym-lien-tiep-dong-cua-thoi-hoang-kim-phong-tap-cao-cap-da-qua,"Sat, 01 Aug 2026 18:16:55 GMT",Big gym chains are closing one after another: Is the golden age of high-end gyms over? Vietnam.vn
Seasons,Opening,"Now Open: Danieli, Venice, a Four Seasons Hotel, has reopened on Riva degli Schiavoni - Travelling for Business",https://travellingforbusiness.co.uk/luxury-travel/now-open-danieli-venice-a-four-seasons-hotel-has-reopened-on-riva-degli-schiavoni/,"Fri, 31 Jul 2026 06:27:54 GMT","Now Open: Danieli, Venice, a Four Seasons Hotel, has reopened on Riva degli Schiavoni Travelling for Business"
Seasons,Opening,The Danieli reopens as a Four Seasons Hotel on Venice's Riva degli Schiavoni - Markets of Tomorrow,https://www.oftmw.com/post/the-danieli-reopens-as-a-four-seasons-hotel-on-venice-s-riva-degli-schiavoni/,"Fri, 31 Jul 2026 01:51:18 GMT",The Danieli reopens as a Four Seasons Hotel on Venice's Riva degli Schiavoni Markets of Tomorrow
SunLife Organics,Opening,SunLife Organics’ Billion-Dollar Smoothies Are Headed To Wynwood - Hoodline,https://hoodline.com/2026/08/sunlife-organics-billion-dollar-smoothies-are-headed-to-wynwood/,"Sat, 01 Aug 2026 12:28:01 GMT",SunLife Organics’ Billion-Dollar Smoothies Are Headed To Wynwood Hoodline
SunLife Organics,Opening,SunLife Organics is Coming to Wynwood - WhatNow,https://whatnow.com/miami/restaurants/sunlife-organics-is-coming-to-wynwood/,"Fri, 31 Jul 2026 19:30:58 GMT",SunLife Organics is Coming to Wynwood WhatNow
AEC Market,Opening,The latest Lehigh Valley business openings and closings - mcall.com,https://www.mcall.com/2026/07/31/the-latest-lehigh-valley-business-openings-and-closings-july/,"Fri, 31 Jul 2026 11:02:41 GMT",The latest Lehigh Valley business openings and closings mcall.com
Dollar General,Opening,Dollar General now open in Willmar - West Central Tribune,https://www.wctrib.com/business/dollar-general-now-open-in-willmar,"Sat, 01 Aug 2026 18:32:00 GMT",Dollar General now open in Willmar West Central Tribune
Dollar Fresh Market,Closing,Orange City Dollar Fresh To Become Hy-Vee Store - KIWA Radio,https://kiwaradio.com/news/orange-city-dollar-fresh-to-become-hy-vee-store/,"Fri, 31 Jul 2026 21:32:50 GMT",Orange City Dollar Fresh To Become Hy-Vee Store KIWA Radio
Stop & Shop,Closing,Major supermarket chain closing more stores - thestreet.com,https://www.thestreet.com/retail/stop-and-shop-supermarket-chain-closing-more-stores,"Fri, 31 Jul 2026 21:39:59 GMT",Major supermarket chain closing more stores thestreet.com
