company_name,event_type,Title,Link,Published,Summary
Country Market,Opening,Ephrata Twp. supervisors approve liquor license transfer for new Giant at former Martin's Country Market - LancasterOnline,https://news.google.com/rss/articles/CBMingJBVV95cUxOcnBCcDZ4ckFZM0FJVmdsZ2VHVWJWODVCYlJMTFBVb3VUSVhSek9LNHEwcjBPanE4RUM0d1Vfd3RUY1R5dmQ3Mml3YllaeHpLSVdMT3BEMWtRQWFxbGh3SjUydmRFeHhHODhSQlJkUUp2THRjYWtlOXhadVRKa01HaEhWaDBMSVdad2N6NmJwRl9oa2VERDl5NjBrVXZuNXFfRG5BVlBjQVUyYks4cDRBVnNWUjN4SDBFT3lyMnpOMjlrZ01NV1ZFS2ZxLVV5YlVndVE5anZaOFloX1pwU1o0WXpPeERsUzJqelp4bUhVQ0c0ZlBiNlo3c1QyT0VKYTVnaWVSM0NuV05lRlNMbWVQdnhvOC1OZVl1d00xbWd3?oc=5,"Thu, 03 Sep 2026 19:33:00 GMT",Ephrata Twp. supervisors approve liquor license transfer for new Giant at former Martin's Country Market LancasterOnline
Main Street Market,Opening,MIDDLETOWN SCOOP: Sip Well opens new diry soda shop at The Clock Tower! - The Connecticut Scoop,https://news.google.com/rss/articles/CBMizAFBVV95cUxNLTJILUx4ZXFEQ05HWGlVbjdHcXg4RnMzbnlQaElHZFRFZGdYUjJqRmdycGRyaWxHQWR3dzRncmdScUZtMXVudzMxWHRhNmJxODVfREN0Y1QyQ1RPTkdBN0k0bEVPV3p5RXNiaEJjSW5mQnpiTUhHRW5FZ01QZWh3dXlZVUJmNXdTRDVqUWF0d2pjQkJSLUItWndqNjFDNGNZT2FLYlN0R29BMGJodDZReDJPWGpzU3NmeVV3YkNOd0VCeF92S2trcll2S3A?oc=5,"Thu, 03 Sep 2026 16:21:07 GMT",MIDDLETOWN SCOOP: Sip Well opens new diry soda shop at The Clock Tower! The Connecticut Scoop
K Market,Closing,"Busan Market Unveils Doc Square, Launches Impact Asia as Yim Siwan Named Festival Closing Ceremony Host - Yahoo News UK",https://news.google.com/rss/articles/CBMifEFVX3lxTE13WE5DZXJzNHJmRk9IYkZvM0ZyZnVCMHVjRjlyXzRVNHoyREhubG96LTFIeGpzQmdQMFprVmZYa2pXZXVkeHlOcjVWV2dsZ2tMODg3NG1vdVFiVVJWUEhyN3NPY2lEdmNIZFRGTEFyNmdBX1d6dDcyU1RtNWE?oc=5,"Fri, 04 Sep 2026 08:53:12 GMT","Busan Market Unveils Doc Square, Launches Impact Asia as Yim Siwan Named Festival Closing Ceremony Host Yahoo News UK"
Country Boy,Opening,Theater review: Easy to fall into Beef & Boards' 'Ring of Fire' - kokomotribune.com,https://news.google.com/rss/articles/CBMi3gFBVV95cUxOZ2xwX2NHSFJCYUFiQzlnZzM3WEdCU2c3c3RYYlh6czQ0TG1RNFBfS1g5M2JpcGk3NFZQVzlhQ2pFS3dQcmhxeE1IM0lNSlRIMTkxUGdwT2YyOWZXX1pJRW92ZEI3UzMteTdoMGEtNGp6dXlLM1k0NXJWejlJR295V2ZQXzBSUHFfMk1yVzBfZ0ZIRVlBZklqZ3RaanV5OVU3ZEMwTzZ2b05KcFlHUTJTZjV6MWVYakQzMVhMNkJVaXlycGlrNFc3UTVCX0hHR01pdGc1Yl9LeWxQbFZwV1E?oc=5,"Thu, 03 Sep 2026 10:00:00 GMT",Theater review: Easy to fall into Beef & Boards' 'Ring of Fire' kokomotribune.com
Country Boy,Opening,Theater review: Easy to fall into Beef & Boards' 'Ring of Fire' - Herald Bulletin,https://news.google.com/rss/articles/CBMi9AFBVV95cUxQT2plVGVZVkxBd0dsLUFlMlVhMXlqTEhHckVubHpvbWozNFNRZkRFN1RMbEFVWVU4bWdLZ3hKdmRvc3RzRXVrVTE3b3Rqd0p3UDRRb1N5RUdjZjBSLVZMN2hoVzFpaUpfM0JWSFY0ZFM5QXM1THVBRGh0U2pPQTl5RFBKV1NjUjVac2IzY3V4bzZvNTVKMy1VRGlVc1FuNzVsV1FxUTV3VVhONUpqLUFad3NUNWhHb3djUXFtTzdrODdCSnFIRjhmeTlLVVlja1dOcmgzMFhuRGFjZ2h6clZ5bEZYWHM5eHhfTy12VFF5bllvUVI2?oc=5,"Thu, 03 Sep 2026 10:00:00 GMT",Theater review: Easy to fall into Beef & Boards' 'Ring of Fire' Herald Bulletin
Country Boy,Opening,Theater review: Easy to fall into Beef & Boards' 'Ring of Fire' - Pharos-Tribune,https://news.google.com/rss/articles/CBMikAFBVV95cUxQbmo5bG9xdkN0X0NRb3UwdEVuWWVqX19MeDcxdEE5allZOFY0WlRBTmU0M204cF9zWlBFYjdfWTBoOHRLUTl6RU52U0ROd3JSaDJEMFpiSTd1QnIzNVlGRDljbFAwOHpjVW1idXBjSXhKaFhaeEpmaXBlRUNCWTNJWVNMLUY0STNyR1hjMkNfZDY?oc=5,"Thu, 03 Sep 2026 10:00:00 GMT",Theater review: Easy to fall into Beef & Boards' 'Ring of Fire' Pharos-Tribune
Presidente,Closing,FIFA accuses European body UEFA of 'smear campaign' in filing related to World Cup sell-off plan - Houston Chronicle,https://news.google.com/rss/articles/CBMiowFBVV95cUxQeldxZlZucUZJN2xMQkg1OFNCcWxqRmw1S3p6a3c3RmFoLXpabjdqX01zeWZIczFqSEVXY1YwWHdQcjNyWDNPZi1MZWhwSElwQTByR2V4bkt6Nk5UcEowRGFmb3RrMTFpcWUzQzBnNk8tQ211bGx3ZHJpNDR6Wno0U1RUY2Y3RGdTUnVyclZvMy14QVlBTnpPT0tVSlE3dHcwTTRR?oc=5,"Thu, 03 Sep 2026 22:32:56 GMT",FIFA accuses European body UEFA of 'smear campaign' in filing related to World Cup sell-off plan Houston Chronicle
Carver Jones Market,Opening,Carver Jones Market Opens to Serve Residents of Birmingham’s District 6 - The Birmingham Times,https://news.google.com/rss/articles/CBMisAFBVV95cUxOc09nQmp5T3JxYzZ6NWZQcFo4VjhJQ2lfclZNMWcycDk4LUJ6Rk1KbERLTHU4eDEtTUw4MWpZQ0IxQkRka0RHa2Jna2VEajJ4N2FlY3VHUWY5SFEwVzZCb0c4TE9ULW5wMmVsckxaOGZZbVNXT2xYR2Jqck1KT3doQmp6aVdNUW1jalAyYXpmVDFlYjhkaDRSb1dZU3BzaDliSHJmcFdQRlU0MXhqTDI0eA?oc=5,"Thu, 03 Sep 2026 01:48:39 GMT",Carver Jones Market Opens to Serve Residents of Birmingham’s District 6 The Birmingham Times
Daily Shop,Closing,Full list of all TG Jones stores shutting this month as 150 closures planned - Metro.co.uk,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPOHdkRzVWVWVRc282OEFDUHhqMUpxSTdCNm9yNnpXS1NnMWtTWkFoamFEdlpRTXBjVGY2X2pfSTBzOUFuaktTQzFvVm1OWFJfU0syUXhTNkFMV1dNemY2ck1RQU5uRkM0OEF0ZkhuX1hWOEJYdGZBd2s1Z0ZLZFM5eTdkLVVvOEstczJYNTZoVzNHOExPWU1xVHFoa0RRQ2xvQmxnLXRkM25VaGfSAbABQVVfeXFMTVhZSFh4eVZpRmVfOHFMaE1kck1tX3F0S2dXRFY4NHpzaFAyZTc0bkp5S2VQQVphaG1kRElPQy1Hd29JUUxEUmFuYmVPR1V2UHVpQl91Z1dVaHg0ZnR1c1Fubm9CWUtWLXlrRUppWTlpYnF2alRqcFRxRnpXdk5KaFBxTy1mMWVkbEdZTnZGdWlEak9CWkFEQ2xPWjZfWUlWNzNidzd0UDJrbkhzY1pYbHI?oc=5,"Thu, 03 Sep 2026 11:03:00 GMT",Full list of all TG Jones stores shutting this month as 150 closures planned Metro.co.uk
Yoke's Fresh Market,Closing,When is Walmart open in Tri-Cities on Labor Day? Safeway? See grocery store hours - tri-cityherald.com,https://news.google.com/rss/articles/CBMicEFVX3lxTE9lYlNHZi1mQmNvTU13THZEM2Z0dnJ5a05yT01SZE9TOU41UXp1OGNLem9DU2Y1dHdOendCS0p1Mm5DeFd5Wkx4eC1kRDRsaVJrTTdndWxGa3g5SEVhTlRpRnBjSVdOREVfa0E5aDllT3DSAXBBVV95cUxPZWJTR2YtZkJjb01Nd0x2RDNmdHZyeWtOck9NUmRPUzlONVF6dThjS3pvQ1NmNXR3Tnp3QktKdTJuQ3hXeVpMeHgtZEQ0bGlSa003Z3VsRmt4OUhFYU5UaUZwY0lXTkRFX2tBOWg5ZU9w?oc=5,"Fri, 04 Sep 2026 12:00:00 GMT",When is Walmart open in Tri-Cities on Labor Day? Safeway? See grocery store hours tri-cityherald.com
