company_name,event_type,Title,Link,Published,Summary
Lucky Supermarket,Closing,Lucky Supermarket in San Francisco's Panhandle to close next month - nbcbayarea.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxNcnRJYlhNdVcxRGZjVFpSczZJMFl4R193YXh0NE9tRXpkYmZ0N21LU0g0SUI3eUZSM2loWXpNR3ZJLWpoOWM3bW9ncnFhMW0tR0FNSTJpbmhOZllmMENERE1LTmNTeFZLLUZWdFl0YmVkaWVaNVhqclBXamlaSjQ0cGtGb0IzRFB0QUZIRzIyMUJDbTRzbGdrZ3FQS01LRnVzU0Fz0gGrAUFVX3lxTE0wWTh5WXVqWjlRN3FXSE5oY08zOFBONDIwWEdmbUZXZWNmZmZmWFlQMHpycFpxVjlGbGJCQ20zcjV1Nk1jd3hOOWpBd0VsSmpzbDlibEgteXZxVXRlLS16bjdaQmxXRnpPNmJMbVhnQVJfYU4zOVVNN0JZZ0FVbHZMVE0zNTdEbE1iWGhxbUpyN3pTZXZMV014dmNGRl96aXhhdmZkOUtiU3RwVQ?oc=5,"Wed, 05 Aug 2026 01:07:42 GMT",Lucky Supermarket in San Francisco's Panhandle to close next month nbcbayarea.com
Country Boy,Opening,Country Boy Distilling coming to Sadieville with an estimated opening set for end of 2026 - LEX 18 News,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNRFZRdGstdExTbVFFRFVMRjlsUnlnOFBkNk0zX0FEUzFSSzFtaExKc01GdmlNaGxocHNOaXZxdzF2VE5ieU9WWlJqYkt3X01FbTVlV2NUbmw1dW8zcWRseTdWbVRCUFF2T2ppX0tYdXB4OFlLMDNCVFVMcjN5a09PeERNR0V5VzM2bl9xajUxcDFEZk5kNmNSZi0tVE5LaTlvamR5azV0Q3ByQmVIZVRKUUFncThBMWNmaU1pOHlnbmNTOEh3Um1kM1dtQmlXaS1XQzZsdnAtSGE2R2hwb1p4QVllTXFYbTg?oc=5,"Mon, 03 Aug 2026 22:06:39 GMT",Country Boy Distilling coming to Sadieville with an estimated opening set for end of 2026 LEX 18 News
Southern Steer Butcher,Opening,"Fitness, food and fun: 15 Leander-area business, restaurant updates to know - Community Impact",https://news.google.com/rss/articles/CBMiywFBVV95cUxQUnRIWVBIeW5vOEhCbW5qdmRfQ3NyZVdNVFJvelQ5Z3E0cFM5MHVRN2lseTRmV09acUVjWXJ2UmRkdkU4RkhvSFp0S0ZCMWZmWlMtYzZDaExGZThnMFFrVUdteE1QekZhM1BzaVQ1cXBWV21JSUFlbHVHbGUwTTVERlZuamhtaFlfendqN0d4V1ZmNXVNUlBEaFNKVVVOYWt1azE3UGVfZkN6d1l2LWhpWnFLS1lfelFGZVdJU0QxTU50SWY0bmJENTJGYw?oc=5,"Wed, 05 Aug 2026 02:21:36 GMT","Fitness, food and fun: 15 Leander-area business, restaurant updates to know Community Impact"
Atlas Market,Opening,Nexen Tire Builds Local Value Chain to Expand ASEAN Presence - Seoul Economic Daily,https://news.google.com/rss/articles/CBMipAFBVV95cUxPakc3NkIxZ2JKc0hUSGtsVHdMbzEwUW96dzBrVGlQMlpfOHR5MjY4YTdCR0ZGWDJnQmZWRnYzRjlDVGxJNmZCSzRUMjctbVMzajhRUzU1bU5kdkZJSTVNbEs2NHV3SkMtbF9HcWRzd0xrQWY3RFJ0ZTJYN0I1aTFwNGIyVHBDNTdkMGJBU0pHLVJPdWJXLTZ1MEpTSnY4WjhFcmZxYw?oc=5,"Mon, 03 Aug 2026 00:21:16 GMT",Nexen Tire Builds Local Value Chain to Expand ASEAN Presence Seoul Economic Daily
Jim Pattison Group (The),Closing,City councillor urges billionaire Jim Pattison to personally deliver final cheques to laid-off mill workers - CBC,https://news.google.com/rss/articles/CBMilwFBVV95cUxNdFlTUkx5akxjM3ZYRklGbHZjdHQ5YjBvbVdXbDhNMmxGbV9mbU5FNnpwdmdmUVRXcTRMc2R5eW51UmpyN1lHSkJiODFsUEk2UDJrMG9IRWtTTzVSRnlPOWhuWHAwWWF5VElyWlJtNEJvUmVwd1JRcjlGb1M5TUlIV195OE9uellYNndNZXlTV2JCT3hJdTdN?oc=5,"Tue, 04 Aug 2026 22:23:30 GMT",City councillor urges billionaire Jim Pattison to personally deliver final cheques to laid-off mill workers CBC
World Fresh Market,Opening,New World Fresh Market opens in Kansas City's Northland with international foods - KMBC,https://news.google.com/rss/articles/CBMijwFBVV95cUxOR2pvOUdoaEJMVjlxWXBTNnNlXzRJTDVISGp5ZUJBV3ZZa3hZeEs4UjVJRkxORHZ6bGc1TW5PaFZucnFoeDNJbmk3cGNTdHV5NENrYWV2VURNVi1zbG9RME1rc1FDZDJxRHhQUG1aYzNiLXl1N1IyWFZKOGRGa3A2aFVaR0haM3V1OC0zRlozRQ?oc=5,"Tue, 04 Aug 2026 22:01:00 GMT",New World Fresh Market opens in Kansas City's Northland with international foods KMBC
World Fresh Market,Opening,World Fresh Market opening in the Northland Wednesday - FOX4KC.com,https://news.google.com/rss/articles/CBMihAFBVV95cUxPcW9yMVZWTjhVempVNzJOTWNOX1pSOGJfdjlCbUprOEVHRU82UXlUSHl5N0JObHEtak5scTJiVUkyUGFfbXBKdFdLRVo3VG84d0JhRHlwLV9qeU9pNllWaUNlZUNVQWFtYjh4SlNoaXVOYTd5Q1pjbTV0WDU1MFhkbm42dGnSAYoBQVVfeXFMTUZXNElMSUtyNnl5Z0RER2ZpYjNNajBYamRLS0pBSDBQYXdpTnE0ZmRIMHpfb0c1V1Y3dFpvZEJNYWJ4TnY0OHRjcm40VWF2QUxJdUVzbmJlY1pFOTgwZVNubjFjUWdvekFJQmxHRGcybHlZOW9hUUdpWktzOEc4VVFQc2pCSU1lWXpR?oc=5,"Mon, 03 Aug 2026 23:49:38 GMT",World Fresh Market opening in the Northland Wednesday FOX4KC.com
World Fresh Market,Opening,"World Fresh Market opening in the Northland – FOX 4 Kansas City WDAF-TV | News, Weather, Sports - FOX4KC.com",https://news.google.com/rss/articles/CBMihAFBVV95cUxQT0stb3RjRWdaUUY5aER2dFNMQmE5TXExUHp2NDJuT19JLVNvVHFVa2JoVjVmUzd0by0wVHFZdDhLcEdoX2Y1ekh4RTdaanloRWVPU3RVUVBkTGpRbDdTN0dDYTJXeFE4VXZyUEJ3V2VnVWY4a0JmbkF4NGFUVDJWQXplRHA?oc=5,"Mon, 03 Aug 2026 23:45:03 GMT","World Fresh Market opening in the Northland – FOX 4 Kansas City WDAF-TV | News, Weather, Sports FOX4KC.com"
Giant Food,Closing,Five Stories To Start Your Week: Giant Grocery Closing; Tim Hortons Opens; Rat Shack. - Baltimore Fishbowl,https://news.google.com/rss/articles/CBMivAFBVV95cUxQWHZEUzdhYVN5M3dFbl91YkpEVmN3ZXhfM0RiamlITTZMLVhyZ3pBT0JwcWxCZVBpR0I0WmsxSzJ3YWFzUzNUZDV0d2V3NjB5MlkybU1GeVRLYmZfMFFXREdqME4zVlMwZlV1ejY2X3lNQWVVSGxGcFA5NlQ1ZGFmVzYxenoxZEI1Q3I0Qm1ka3puSW1jYW9tS3VkbWZiOWNsRWlsY01HbVlKYW9tbWhCTlVRVUdya3RrLWdvZA?oc=5,"Mon, 03 Aug 2026 12:17:01 GMT",Five Stories To Start Your Week: Giant Grocery Closing; Tim Hortons Opens; Rat Shack. Baltimore Fishbowl
T&T Supermarket,Closing,What's open and closed in Toronto on the August civic holiday - TorontoToday.ca,https://news.google.com/rss/articles/CBMioAFBVV95cUxPb1VwcTU0blIySnFnTm5UdnQzQWpJZVJEaU95MDFOT3BwTHRmZVV6Uk03a2NYc05GcmlFVHl6cHFHQ2dSc0xwX19wbFRKQk1ib2I3RUVzWHFxcElxVFN0bGVtNnZBQjNfbHNfMUxub0NGSE1pNjAwbzRuSnE0XzZDX0tUTnB0R21OOVZ4YlZPeVdyVld2eTFfZGs5YUhWTXhH?oc=5,"Mon, 03 Aug 2026 11:00:00 GMT",What's open and closed in Toronto on the August civic holiday TorontoToday.ca
