company_name,event_type,Title,Link,Published,Summary
Country Market,Closing,Why India’s new closing auction is confusing traders - Moneycontrol.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPTTZkMTk0dFQ1aTcwMnlaYUtwMFhLMGFiMTZvVlU3R0RSV0laWC03em8xRDRFdklHX2tvWVRiNWRRR1dXVjlqZDlZOU0yNlMwWXl6Rjk5ZFlOOWxRT2wweVdMSUJyZzhMRmxCV1NyMlBXWUp6TDAySWJVUlU0UTFfNUZDdkcwMHVsWVVmMHBWeFlyalVzZHcwX2g4ZVRHRXY4RmNRSE14WU5jSUt1SlAwTjRfdE16UTF40gG-AUFVX3lxTE9RdGlYWGQzRXF3TXlzR09XS2d3OW5ySFliYmhnWXR0dm1zdXYxMVVaTlQ3dlI1UEdwbGdpUjJoODlXLXl1aEp2TzBnaTZpNWUtSldMNFdROVNTZG1lMVpkTkZpZUFwZHBNMl85RjhweE8yeWVUT2pPeXhSenpkam9kb0pwdEhScUJ0QzJDYlU1aGt4VjMyYUhRUXlKSGNDcGtwMU8xanlaM3VSRXpjY2NJMkxDazJDZ3BtdXFWNUE?oc=5,"Wed, 05 Aug 2026 17:51:50 GMT",Why India’s new closing auction is confusing traders Moneycontrol.com
Lucky Supermarket,Closing,Lucky Supermarket in San Francisco's Panhandle to close next month - NBC Bay Area,https://news.google.com/rss/articles/CBMiowFBVV95cUxNcnRJYlhNdVcxRGZjVFpSczZJMFl4R193YXh0NE9tRXpkYmZ0N21LU0g0SUI3eUZSM2loWXpNR3ZJLWpoOWM3bW9ncnFhMW0tR0FNSTJpbmhOZllmMENERE1LTmNTeFZLLUZWdFl0YmVkaWVaNVhqclBXamlaSjQ0cGtGb0IzRFB0QUZIRzIyMUJDbTRzbGdrZ3FQS01LRnVzU0Fz0gGrAUFVX3lxTE0wWTh5WXVqWjlRN3FXSE5oY08zOFBONDIwWEdmbUZXZWNmZmZmWFlQMHpycFpxVjlGbGJCQ20zcjV1Nk1jd3hOOWpBd0VsSmpzbDlibEgteXZxVXRlLS16bjdaQmxXRnpPNmJMbVhnQVJfYU4zOVVNN0JZZ0FVbHZMVE0zNTdEbE1iWGhxbUpyN3pTZXZMV014dmNGRl96aXhhdmZkOUtiU3RwVQ?oc=5,"Wed, 05 Aug 2026 01:07:42 GMT",Lucky Supermarket in San Francisco's Panhandle to close next month NBC Bay Area
Southern Steer Butcher,Opening,"Fitness, food and fun: 15 Leander-area business, restaurant updates to know - communityimpact.com",https://news.google.com/rss/articles/CBMiywFBVV95cUxQUnRIWVBIeW5vOEhCbW5qdmRfQ3NyZVdNVFJvelQ5Z3E0cFM5MHVRN2lseTRmV09acUVjWXJ2UmRkdkU4RkhvSFp0S0ZCMWZmWlMtYzZDaExGZThnMFFrVUdteE1QekZhM1BzaVQ1cXBWV21JSUFlbHVHbGUwTTVERlZuamhtaFlfendqN0d4V1ZmNXVNUlBEaFNKVVVOYWt1azE3UGVfZkN6d1l2LWhpWnFLS1lfelFGZVdJU0QxTU50SWY0bmJENTJGYw?oc=5,"Wed, 05 Aug 2026 02:21:36 GMT","Fitness, food and fun: 15 Leander-area business, restaurant updates to know communityimpact.com"
Farm to City Harvest Store,Opening,New grocery store to open in Farmer City after a decade - wandtv.com,https://news.google.com/rss/articles/CBMi2gFBVV95cUxQcDJzVjV3Yzc0b1V5QnR3ZmNUZldtZXhYXzFNdVdCUEl3a213WVUtcTVrS2RXTTFBcnZyNDZDX1BFUlVFNmZGNzNMdDc3RUVGS190RlVHODJnYlUwcFkyOGQ5SnhKR21xbTdoSlF0WXp6NldjRVFiaEk2dC05US1JM3BISjZmMnYyV2lLVW1ZX21ZUVpvMWtLQ1VnZXJidlhORzhCRlktN05YSVMtV2YwY250NlV3Z1pnemQxQVVzVGhuelFpNVhYWWJzaWxHTUYzSTdTTmZQdjhIUQ?oc=5,"Tue, 04 Aug 2026 23:25:14 GMT",New grocery store to open in Farmer City after a decade wandtv.com
Jim Pattison Group (The),Closing,City councillor urges billionaire Jim Pattison to personally deliver final cheques to laid-off mill workers - CBC,https://news.google.com/rss/articles/CBMilwFBVV95cUxNdFlTUkx5akxjM3ZYRklGbHZjdHQ5YjBvbVdXbDhNMmxGbV9mbU5FNnpwdmdmUVRXcTRMc2R5eW51UmpyN1lHSkJiODFsUEk2UDJrMG9IRWtTTzVSRnlPOWhuWHAwWWF5VElyWlJtNEJvUmVwd1JRcjlGb1M5TUlIV195OE9uellYNndNZXlTV2JCT3hJdTdN?oc=5,"Tue, 04 Aug 2026 22:23:30 GMT",City councillor urges billionaire Jim Pattison to personally deliver final cheques to laid-off mill workers CBC
World Fresh Market,Opening,International grocery store opens second KC-area location in Northland - KCTV,https://news.google.com/rss/articles/CBMiowFBVV95cUxPN3FtelQ5SXVSNHhKdmZCdnlqTjFQTlJjdUFDNkU3N2ZoY09Fc3ktOGJxYVRicnFDbmFZc1NaRXdaSkZHU3JjNy1tRWhlZFRHdS1BYVNEX2ZWcUpEVXZBVEo3UUdzLWNaZEFMSlQ4eWpwamZHclZsTUR1Q0NUdVB4UVZ2cjduYjBPcU5KMUhiemJoVkc0MlNZYUoxdzRMbDVIa1ZF0gG3AUFVX3lxTE4tTGMzcU9LM0hmRUF5YUh6SGtzQ0lZSW5CWlhkTF8xNmJ3V2lhdWRLM0JFRFBzNm1LLTJmVkh1eFZIWm0zN3RWbWlWMzlZZFNFNUR3NGtGUXFXQkludjRvTmFKVFdZRzd1cVM0UEFxZkdBd05WdUtkLU1tc0Vsd1FSRVhzeXk5V0hsSEwyZmpJZWFuQUdja0RVaUg1ckRNcXNBZC1KRmNENjYxbWo0UUM0Yzd1WnRycw?oc=5,"Wed, 05 Aug 2026 22:37:00 GMT",International grocery store opens second KC-area location in Northland KCTV
World Fresh Market,Opening,New World Fresh Market opens in Kansas City's Northland with international foods - KMBC,https://news.google.com/rss/articles/CBMijwFBVV95cUxOR2pvOUdoaEJMVjlxWXBTNnNlXzRJTDVISGp5ZUJBV3ZZa3hZeEs4UjVJRkxORHZ6bGc1TW5PaFZucnFoeDNJbmk3cGNTdHV5NENrYWV2VURNVi1zbG9RME1rc1FDZDJxRHhQUG1aYzNiLXl1N1IyWFZKOGRGa3A2aFVaR0haM3V1OC0zRlozRQ?oc=5,"Tue, 04 Aug 2026 22:01:00 GMT",New World Fresh Market opens in Kansas City's Northland with international foods KMBC
Food Value,Opening,London to host global awards recognising women and allies shaping the future of food systems - Business & Financial Times,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOa3FIX3I1V3o2bVlxVm4zUXBNY3p2T1VqNWhSM1J3UTBac1puTjRocUFtVC0zLXBQbDNIWGdnbFE4ZGg0OFF4b1BBOHhVREVnTDhmdjYxWXg4RE8tSm45aWpnOE05d0RhNmZINFl2ZXBoM1BfdFp5M01lOFo1NzM0VEpVdkFKaHZPTHJvUHoyT2pxN01yM2lYV0RHM1p1Q2RfOGVHX3FGZmFuYTcyLXhaaGRvN25yZXc5OVFNUkJTcktZMDQ?oc=5,"Tue, 04 Aug 2026 11:47:08 GMT",London to host global awards recognising women and allies shaping the future of food systems Business & Financial Times
Ahorra Mucho,Opening,Save A Lot y Mas to Open Second St. Louis Store - abasto.com,https://news.google.com/rss/articles/CBMif0FVX3lxTE9xOWhxYjZTY2hMZEhMNjM0QWRvR2xLbnVNRXg1dlVnODUxZThmTnlRS2dEZ2tMT29OVTZ2ZDViM2lCeUxDMERPckV2OUgybWpUY1VXWkoxdS1ZYTVaem5FQWRNY2ctVUZxa2p6d095ZFBMc0VRZWNxQjBVYWtQb28?oc=5,"Tue, 04 Aug 2026 16:52:08 GMT",Save A Lot y Mas to Open Second St. Louis Store abasto.com
T&T Supermarket,Opening,T&T Supermarket to open first Manitoba store - 🇨🇦 Grocery Business Canada,https://news.google.com/rss/articles/CBMigAFBVV95cUxPd25vM2tBeDU4eEM4UlRHOGxjVGpGX0wwanF4a3RrNy1ncEJxUk5zTHRlMUd3Q2ZPeEJZQTUwVVNNMWRIcU10dmI0ck1ZRWJPQlE5V2k3N1ZCVHdJeFRUdFpOVE5lX0lBVzk0Y0xNMXMwUmtFam5NU01LejZxanRFbA?oc=5,"Wed, 05 Aug 2026 21:53:33 GMT",T&T Supermarket to open first Manitoba store 🇨🇦 Grocery Business Canada
