city,link,title,date,image
Austin,https://communityimpact.com/northwest-austin/business/petrol-lounge-moves-to-new-larger-space-on-west-howard-lane/,"Petrol Lounge moves to new, larger space on West Howard Lane",12h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F28%2F434466.jpg&w=1920&q=75
Austin,https://communityimpact.com/round-rock/business/youth-athletic-training-business-ets-performance-to-open-locations-in-leander-round-rock/,"Youth athletic training business ETS Performance to open locations in Leander, Round Rock",14h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F28%2F434377.jpeg&w=1920&q=75
Austin,https://communityimpact.com/lake-travis-westlake/business/film-friendly-area-officials-industry-people-look-to-attract-screen-time/,"Film Friendly: Area officials, industry people look to attract screen time",14h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F28%2F434405.jpeg&w=1920&q=75
Austin,https://communityimpact.com/lake-travis-westlake/business/new-flower-shop-opens-in-west-lake-hills/,New flower shop opens in West Lake Hills,15h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F28%2F434380.jpeg&w=1920&q=75
Austin,https://communityimpact.com/bastrop-cedar-creek/business/bastrop-nurse-to-open-downtown-scrub-uniform-shop/,"Bastrop nurse to open downtown scrub, uniform shop",16h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F28%2F434374.jpg&w=1920&q=75
Austin,https://communityimpact.com/southwest-austin-dripping-springs/business/burlington-brings-discount-clothes-decor-to-southpark-meadows/,"Burlington brings discount clothes, decor to Southpark Meadows",16h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F28%2F434351.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/mckinney/business/mom-and-popcorn-celebrates-20-years-in-downtown-mckinney/,Mom and Popcorn celebrates 20 years in downtown McKinney,14h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F28%2F434231.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/plano/business/30-north-texas-racetrac-stores-set-for-an-update/,30 North Texas RaceTrac stores set for an update,1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F28%2F434434.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/denton/business/james-avery-to-open-jewelry-store-at-denton-crossing/,James Avery to open jewelry store at Denton Crossing,1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F27%2F434172.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/mckinney/business/dave-busters-debuts-40000-square-foot-mckinney-arcade-eatery/,"Dave & Buster’s debuts 40,000-square-foot McKinney arcade, eatery",1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F27%2F434279.png&w=1920&q=75
