city,link,title,date,image
Austin,https://communityimpact.com/round-rock/business/renovation-planned-for-round-rock-att-store/,Renovation planned for Round Rock AT&T store,3h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439286.jpeg&w=1920&q=75
Austin,https://communityimpact.com/new-braunfels/business/spoon-fork-thai-kitchen-to-open-new-braunfels-location/,Spoon + Fork Thai Kitchen to open New Braunfels location,5h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439143.jpg&w=1920&q=75
Austin,https://communityimpact.com/central-austin/business/retail-wellness-and-fitness-headed-to-the-code/,"Retail, wellness and fitness headed to The Code",6h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439090.jpg&w=1920&q=75
Austin,https://communityimpact.com/lake-travis-westlake/business/jetset-pilates-may-be-coming-to-the-hill-country-galleria/,JETSET Pilates may be coming to the Hill Country Galleria,6h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439163.jpeg&w=1920&q=75
Austin,https://communityimpact.com/new-braunfels/business/local-physical-therapist-relocates-in-new-braunfels/,Local physical therapist relocates in New Braunfels,8h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439141.jpg&w=1920&q=75
Austin,https://communityimpact.com/lake-travis-westlake/business/back-nine-indoor-golf-simulator-now-open-in-westlake/,Back Nine indoor golf simulator now open in Westlake,9h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F438998.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/richardson/business/ross-dress-for-less-sets-opening-date-for-second-richardson-location/,Ross Dress for Less sets opening date for second Richardson location,4h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F438652.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/plano/business/lylas-clothing-and-gifts-closes-in-plano/,Lyla’s Clothing and Gifts closes in Plano,4h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439160.jpg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/keller-roanoke-northeast-fort-worth/business/worth-it-now-offers-several-levels-of-pilates-classes-in-keller/,Worth It now offers several levels of Pilates classes in Keller,4h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439274.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/grapevine-colleyville-southlake/business/toys-r-us-moves-to-new-location-in-grapevine-mills/,Toys R Us moves to new location in Grapevine Mills,5h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439177.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/mckinney/business/xo-gigi-now-offering-creative-studio-art-supplies-in-downtown-mckinney/,"XO GiGi now offering creative studio, art supplies in downtown McKinney",10h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F01%2F439089.jpg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/allen/business/cigar-warehouse-and-bar-coming-soon-to-allen/,Cigar Warehouse and Bar coming soon to Allen,11h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F01%2F439097.jpg&w=1920&q=75
Houston,https://communityimpact.com/tomball-magnolia/business/tomball-magnolia-isd-cte-programs-prepare-students-for-the-future/,"Tomball, Magnolia ISD CTE programs prepare students for the future",4h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F438996.jpg&w=1920&q=75
Houston,https://communityimpact.com/heights-river-oaks-montrose/business/childrens-autism-diagnostic-therapeutic-care-clinic-now-open-along-westheimer-road/,"Children's autism diagnostic, therapeutic care clinic now open along Westheimer Road",4h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439264.jpg&w=1920&q=75
Houston,https://communityimpact.com/bay-area/business/mint-chocolate-chip-and-a-latte-conjoined-ice-cream-and-coffee-shop-opens-in-league-city/,Mint chocolate chip and a latte? Conjoined ice cream and coffee shop opens in League City,5h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439235.jpg&w=1920&q=75
Houston,https://communityimpact.com/tomball-magnolia/business/ace-elite-cheer-and-tumbling-relocates/,Ace Elite Cheer and Tumbling relocates,5h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439187.jpg&w=1920&q=75
Houston,https://communityimpact.com/lake-houston-humble-kingwood/business/raul-marquez-boxing-studio-now-offering-classes-in-kingwood/,Raul Marquez Boxing Studio now offering classes in Kingwood,6h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439202.jpg&w=1920&q=75
Houston,https://communityimpact.com/bellaire-meyerland-west-university/business/custom-picture-framing-retailer-to-join-rice-village-businesses/,Custom picture framing retailer to join Rice Village businesses,7h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F02%2F439162.jpeg&w=1920&q=75
San Antonio,https://communityimpact.com/san-antonio/business/feliz-modern-now-open-in-the-san-antonio-international-airport/,Feliz Modern now open in the San Antonio International Airport,"June 22, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F06%2F22%2F429681.jpg&w=1920&q=75
San Antonio,https://communityimpact.com/san-antonio/business/james-avery-artisan-jewelry-now-open-in-schertz-station/,James Avery Artisan Jewelry now open in Schertz Station,"June 19, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F06%2F19%2F429448.jpg&w=1920&q=75
San Antonio,https://communityimpact.com/san-antonio/austin/arnold-mane-hair-salon-now-open-in-new-braunfels/,Arnold & Mane hair salon now open in New Braunfels,"April 30, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F04%2F30%2F418300.jpeg&w=1920&q=75
San Antonio,https://communityimpact.com/san-antonio/business/roundup-3-updates-from-san-antonio-businesses-in-march/,Roundup: 3 updates from San Antonio businesses in March,"April 8, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F02%2F11%2F408950.jpg&w=1920&q=75
San Antonio,https://communityimpact.com/san-antonio/business/curator-coffee-celebrates-5-years-serving-north-san-antonio/,Curator Coffee celebrates 5 years serving North San Antonio,"April 8, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F04%2F07%2F418302.jpg&w=1920&q=75
San Antonio,https://communityimpact.com/san-antonio/business/new-family-owned-pizza-shop-opens-in-north-san-antonio/,New family-owned pizza shop opens in North San Antonio,"April 7, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F04%2F07%2F417637.jpg&w=1920&q=75
Bryan - College Station,https://communityimpact.com/bryan-college-station/business/college-station-dave-busters-announces-fall-opening-date/,College Station Dave & Buster's announces fall opening date,1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F09%2F01%2F439003.jpg&w=1920&q=75
Bryan - College Station,https://communityimpact.com/bryan-college-station/business/college-station-mall-to-host-new-southern-charm-boutique/,College Station mall to host new 'southern charm’ boutique,2d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F31%2F438884.png&w=1920&q=75
Bryan - College Station,https://communityimpact.com/bryan-college-station/business/college-station-nail-salon-reopens-under-new-management/,College Station nail salon reopens under new management,"August 24, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F24%2F437985.png&w=1920&q=75
Bryan - College Station,https://communityimpact.com/bryan-college-station/business/bryan-lucky-goat-coffee-opens-with-large-community-turnout/,Bryan Lucky Goat Coffee opens with large community turnout,"August 20, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F20%2F437609.png&w=1920&q=75
Bryan - College Station,https://communityimpact.com/bryan-college-station/business/downtown-bryan-bar-expands-with-new-bar-stage-area/,"Downtown Bryan bar expands with new bar, stage area","August 18, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F18%2F437235.png&w=1920&q=75
Bryan - College Station,https://communityimpact.com/bryan-college-station/business/bryans-aggie-owned-record-shop-reopens-in-new-location/,Bryan’s Aggie-owned record shop reopens in new location,"August 16, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F14%2F436887.png&w=1920&q=75
