city,link,title,date,image
Austin,https://communityimpact.com/southwest-austin-dripping-springs/business/the-airway-dentists-opens-south-austin-clinic-for-teeth-jaw-issues/,"The Airway Dentists opens South Austin clinic for teeth, jaw issues",10h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433236.jpeg&w=1920&q=75
Austin,https://communityimpact.com/san-marcos-buda-kyle/business/paws-shelter-of-central-texas-to-close-kyle-location/,PAWS Shelter of Central Texas to close Kyle location,10h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433754.jpg&w=1920&q=75
Austin,https://communityimpact.com/northwest-austin/business/crunch-fitness-now-open-on-west-parmer-lane/,Crunch Fitness now open on West Parmer Lane,10h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433766.jpg&w=1920&q=75
Austin,https://communityimpact.com/georgetown/business/grace-episcopol-church-plans-permanent-location-in-west-georgetown/,Grace Episcopol Church plans permanent location in west Georgetown,11h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433698.jpeg&w=1920&q=75
Austin,https://communityimpact.com/san-marcos-buda-kyle/business/new-bar-opens-at-memorial-miniature-golf-and-museum-in-buda/,New bar opens at Memorial Miniature Golf and Museum in Buda,1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F21%2F433647.jpg&w=1920&q=75
Austin,https://communityimpact.com/southwest-austin-dripping-springs/business/skips-beer-wine-liquor-could-bring-drink-offerings-to-southwest-austin/,Skip's Beer Wine & Liquor could bring drink offerings to Southwest Austin,1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F21%2F433331.jpg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/prosper-celina/business/the-home-depot-targets-september-opening-for-celina-location/,The Home Depot targets September opening for Celina location,10h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433767.jpg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/frisco/business/anthonys-patio-brings-new-location-to-friscos-hall-park/,Anthony’s Patio brings new location to Frisco’s Hall Park,11h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433752.jpg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/denton/business/bank-ozk-to-offer-financial-services-at-new-denton-location/,Bank OZK to offer financial services at new Denton location,1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F21%2F433585.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/plano/business/perception-eyecare-and-eyewear-moves-to-new-location-on-plano-richardson-border/,"Perception Eyecare and Eyewear moves to new location on Plano, Richardson border",1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433750.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/frisco/business/toyota-expands-headquarters-with-new-frisco-building/,Toyota expands headquarters with new Frisco building,1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433737.jpg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/allen/business/breakfast-ballet-check-out-13-business-and-restaurant-updates-in-allen/,"Breakfast, ballet: Check out 13 business and restaurant updates in Allen",1d ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F17%2F433264.jpg&w=1920&q=75
Houston,https://communityimpact.com/sugar-land-missouri-city/business/buzz-treats-now-offering-frozen-dessert-in-missouri-city/,Buzz Treats now offering frozen dessert in Missouri City,10h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433769.jpg&w=1920&q=75
Houston,https://communityimpact.com/katy-fulshear/business/mother-and-daughter-owned-needlepoint-shop-opens-in-downtown-katy/,Mother-and-daughter-owned needlepoint shop opens in Downtown Katy,11h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433758.jpeg&w=1920&q=75
Houston,https://communityimpact.com/tomball-magnolia/business/nothing-bundt-cakes-now-open-in-tomball/,Nothing Bundt Cakes now open in Tomball,11h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433599.png&w=1920&q=75
Houston,https://communityimpact.com/pearland-friendswood-manvel/business/new-indoor-playground-to-open-in-pearland/,New indoor playground to open in Pearland,12h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433710.jpg&w=1920&q=75
Houston,https://communityimpact.com/bellaire-meyerland-west-university/business/blue-mambo-to-rebrand-relocate-to-bissonnet-in-elevated-beauty-partnership-with-hair-craft-collective/,"Blue Mambo to rebrand, relocate to Bissonnet in elevated beauty partnership with Hair Craft Collective",12h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433712.jpeg&w=1920&q=75
Houston,https://communityimpact.com/bay-area/business/new-wine-bar-opens-in-clear-lake/,New wine bar opens in Clear Lake,12h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F07%2F22%2F433725.jpg&w=1920&q=75
San Antonio,https://communityimpact.com/san-antonio/business/feliz-modern-now-open-in-the-san-antonio-international-airport/,Feliz Modern now open in the San Antonio International Airport,"June 22, 2026",https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F06%2F22%2F429681.jpg&w=1920&q=75
