city,link,title,date,image
Austin,https://communityimpact.com/southwest-austin-dripping-springs/business/ross-could-open-new-south-austin-department-store/,Ross could open new South Austin department store,8h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F438543.jpeg&w=1920&q=75
Austin,https://communityimpact.com/round-rock/business/13m-renovation-coming-to-round-rock-walmart/,$1.3M renovation coming to Round Rock Walmart,9h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F436750.jpeg&w=1920&q=75
Austin,https://communityimpact.com/new-braunfels/business/cava-opening-soon-in-new-braunfels/,CAVA opening soon in New Braunfels,9h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F438530.jpg&w=1920&q=75
Austin,https://communityimpact.com/cedar-park/business/dribble-soccer-hosts-grand-opening-with-austin-fc-players-youth-tournament/,"Dribble Soccer hosts grand opening with Austin FC players, youth tournament",10h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F438463.jpg&w=1920&q=75
Austin,https://communityimpact.com/new-braunfels/business/new-braunfels-hospitality-industry-generated-13b-in-revenue-in-2025/,New Braunfels hospitality industry generated $1.3B in revenue in 2025,10h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F438532.jpg&w=1920&q=75
Austin,https://communityimpact.com/leander-liberty-hill/business/united-heritage-credit-union-branch-coming-to-liberty-hill/,United Heritage Credit Union branch coming to Liberty Hill,11h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F438505.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/mckinney/business/valhallan-esports-training-arena-to-offer-coaching-led-programs-in-mckinney/,Valhallan Esports Training arena to offer coaching-led programs in McKinney,3h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F438524.jpeg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/keller-roanoke-northeast-fort-worth/business/fort-worth-ent-sinus-to-open-new-location-in-alliance-area/,Fort Worth ENT & Sinus to open new location in Alliance area,9h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F438270.jpg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/keller-roanoke-northeast-fort-worth/business/the-champs-quarters-to-bring-wellness-inspired-lounge-to-keller/,The Champs Quarters to bring wellness-inspired lounge to Keller,9h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F438512.jpg&w=1920&q=75
Dallas - Fort Worth,https://communityimpact.com/plano/business/plano-council-approves-economic-incentives-for-engineering-manufacturing-businesses/,"Plano council approves economic incentives for engineering, manufacturing businesses",9h ago,https://communityimpact.com/_next/image/?url=https%3A%2F%2Fassets.communityimpact.com%2Fuploads%2Fimages%2F2026%2F08%2F27%2F438554.jpg&w=1920&q=75
